"State","Year","Beach Id","Beach Name","County","No. of beach actions","No. ofDays Under Action","No. of actions lessthan 1 day duration","No. of actions of 1 day duration","No. of actions of 2 day duration","No. of actions of 3 - 7 day duration","No. of actions of 8 - 30 day duration","No. of actions greater than 30 day duration"
"WI","2012","WI407836","Harrington State Park Beach North (pre 2016)","OZAUKEE","23","23","0","23","0","0","0","0"
"WI","2011","WI407836","Harrington State Park Beach North (pre 2016)","OZAUKEE","4","7","0","3","0","1","0","0"
"WI","2010","WI407836","Harrington State Park Beach North (pre 2016)","OZAUKEE","8","8","0","8","0","0","0","0"
"WI","2009","WI407836","Harrington State Park Beach North (pre 2016)","OZAUKEE","10","10","0","10","0","0","0","0"
"WI","2008","WI407836","Harrington State Park Beach North (pre 2016)","OZAUKEE","26","29","0","25","0","1","0","0"
"WI","2007","WI407836","Harrington State Park Beach North (pre 2016)","OZAUKEE","24","24","0","24","0","0","0","0"
"WI","2006","WI407836","Harrington State Park Beach North (pre 2016)","OZAUKEE","10","10","0","10","0","0","0","0"
"WI","2005","WI407836","Harrington State Park Beach North (pre 2016)","OZAUKEE","11","17","0","8","0","3","0","0"
"WI","2004","WI407836","Harrington State Park Beach North (pre 2016)","OZAUKEE","22","22","0","22","0","0","0","0"
"WI","2003","WI407836","Harrington State Park Beach North (pre 2016)","OZAUKEE","21","21","0","21","0","0","0","0"
"WI","2020","WI367981","Harrington State Park Beach South","OZAUKEE","2","6","0","1","0","1","0","0"
"WI","2019","WI367981","Harrington State Park Beach South","OZAUKEE","1","1","0","1","0","0","0","0"
"WI","2018","WI367981","Harrington State Park Beach South","OZAUKEE","2","11","0","0","0","2","0","0"
"WI","2017","WI367981","Harrington State Park Beach South","OZAUKEE","3","5","0","2","0","1","0","0"
"WI","2016","WI367981","Harrington State Park Beach South","OZAUKEE","14","14","0","14","0","0","0","0"
"WI","2015","WI564539","Harrington State Park Beach South (pre 2016)","OZAUKEE","26","35","0","23","1","2","0","0"
"WI","2014","WI564539","Harrington State Park Beach South (pre 2016)","OZAUKEE","25","25","0","25","0","0","0","0"
"WI","2013","WI564539","Harrington State Park Beach South (pre 2016)","OZAUKEE","13","13","0","13","0","0","0","0"
"WI","2012","WI564539","Harrington State Park Beach South (pre 2016)","OZAUKEE","31","32","0","30","1","0","0","0"
"WI","2011","WI564539","Harrington State Park Beach South (pre 2016)","OZAUKEE","22","25","0","21","0","1","0","0"
"WI","2010","WI564539","Harrington State Park Beach South (pre 2016)","OZAUKEE","30","39","0","26","1","3","0","0"
"WI","2009","WI564539","Harrington State Park Beach South (pre 2016)","OZAUKEE","9","9","0","9","0","0","0","0"
"WI","2008","WI564539","Harrington State Park Beach South (pre 2016)","OZAUKEE","24","24","0","24","0","0","0","0"
"WI","2007","WI564539","Harrington State Park Beach South (pre 2016)","OZAUKEE","20","21","0","19","1","0","0","0"
"WI","2006","WI564539","Harrington State Park Beach South (pre 2016)","OZAUKEE","12","12","0","12","0","0","0","0"
"WI","2005","WI564539","Harrington State Park Beach South (pre 2016)","OZAUKEE","17","23","0","14","0","3","0","0"
"WI","2004","WI564539","Harrington State Park Beach South (pre 2016)","OZAUKEE","24","24","0","24","0","0","0","0"
"WI","2003","WI564539","Harrington State Park Beach South (pre 2016)","OZAUKEE","26","26","0","26","0","0","0","0"
"WI","2013","WI750163","Lion's Den Gorge Nature Preserve","OZAUKEE","1","1","0","1","0","0","0","0"
"WI","2012","WI750163","Lion's Den Gorge Nature Preserve","OZAUKEE","6","6","0","6","0","0","0","0"
"WI","2011","WI750163","Lion's Den Gorge Nature Preserve","OZAUKEE","2","2","0","2","0","0","0","0"
"WI","2010","WI750163","Lion's Den Gorge Nature Preserve","OZAUKEE","7","9","0","5","2","0","0","0"
"WI","2008","WI750163","Lion's Den Gorge Nature Preserve","OZAUKEE","1","5","0","0","0","1","0","0"
"WI","2007","WI750163","Lion's Den Gorge Nature Preserve","OZAUKEE","3","3","0","3","0","0","0","0"
"WI","2006","WI750163","Lion's Den Gorge Nature Preserve","OZAUKEE","8","8","0","8","0","0","0","0"
"WI","2019","WI517895","South Beach","OZAUKEE","1","1","0","1","0","0","0","0"
"WI","2018","WI517895","South Beach","OZAUKEE","1","1","0","1","0","0","0","0"
"WI","2017","WI517895","South Beach","OZAUKEE","4","22","0","0","0","4","0","0"
"WI","2019","WI652173","Upper Lake Park Beach","OZAUKEE","2","26","0","0","0","0","2","0"
"WI","2018","WI652173","Upper Lake Park Beach","OZAUKEE","1","1","0","1","0","0","0","0"
"WI","2017","WI652173","Upper Lake Park Beach","OZAUKEE","4","14","0","1","0","3","0","0"
"WI","2016","WI652173","Upper Lake Park Beach","OZAUKEE","16","16","0","16","0","0","0","0"
"WI","2015","WI652173","Upper Lake Park Beach","OZAUKEE","28","37","0","25","1","2","0","0"
"WI","2014","WI652173","Upper Lake Park Beach","OZAUKEE","27","27","0","27","0","0","0","0"
"WI","2013","WI652173","Upper Lake Park Beach","OZAUKEE","5","5","0","5","0","0","0","0"
"WI","2012","WI652173","Upper Lake Park Beach","OZAUKEE","12","12","0","12","0","0","0","0"
"WI","2011","WI652173","Upper Lake Park Beach","OZAUKEE","5","7","0","4","0","1","0","0"
"WI","2010","WI652173","Upper Lake Park Beach","OZAUKEE","5","5","0","5","0","0","0","0"
"WI","2009","WI652173","Upper Lake Park Beach","OZAUKEE","3","3","0","3","0","0","0","0"
"WI","2008","WI652173","Upper Lake Park Beach","OZAUKEE","30","30","0","30","0","0","0","0"
"WI","2007","WI652173","Upper Lake Park Beach","OZAUKEE","17","17","0","17","0","0","0","0"
"WI","2006","WI652173","Upper Lake Park Beach","OZAUKEE","24","30","0","22","0","2","0","0"
"WI","2005","WI652173","Upper Lake Park Beach","OZAUKEE","18","24","0","15","0","3","0","0"
"WI","2004","WI652173","Upper Lake Park Beach","OZAUKEE","25","25","0","25","0","0","0","0"
"WI","2003","WI652173","Upper Lake Park Beach","OZAUKEE","26","26","0","26","0","0","0","0"
"WA","2016","WA943204","Holman Beach","PACIFIC","1","3","0","0","0","1","0","0"
"FL","2018","FL996489","BOYNTON BEACH MUNICIPAL","PALM BEACH","1","2","0","0","1","0","0","0"
"FL","2017","FL996489","BOYNTON BEACH MUNICIPAL","PALM BEACH","3","12","0","1","1","0","1","0"
"FL","2014","FL996489","BOYNTON BEACH MUNICIPAL","PALM BEACH","1","2","0","0","1","0","0","0"
"FL","2005","FL996489","BOYNTON BEACH MUNICIPAL","PALM BEACH","1","1","0","1","0","0","0","0"
"FL","2019","FL732971","CARLIN PARK","PALM BEACH","5","13","0","2","2","1","0","0"
"FL","2017","FL732971","CARLIN PARK","PALM BEACH","2","4","0","1","0","1","0","0"
"FL","2016","FL732971","CARLIN PARK","PALM BEACH","1","2","0","0","1","0","0","0"
"FL","2005","FL732971","CARLIN PARK","PALM BEACH","1","1","0","1","0","0","0","0"
"FL","2019","FL286828","DUBOIS PARK","PALM BEACH","7","16","0","0","6","1","0","0"
"FL","2018","FL286828","DUBOIS PARK","PALM BEACH","4","9","0","0","3","1","0","0"
"FL","2017","FL286828","DUBOIS PARK","PALM BEACH","2","15","0","1","0","0","1","0"
"FL","2016","FL286828","DUBOIS PARK","PALM BEACH","4","9","0","0","3","1","0","0"
"FL","2015","FL286828","DUBOIS PARK","PALM BEACH","4","8","0","0","4","0","0","0"
"FL","2014","FL286828","DUBOIS PARK","PALM BEACH","8","24","0","0","5","2","1","0"
"FL","2013","FL286828","DUBOIS PARK","PALM BEACH","2","4","0","0","2","0","0","0"
"FL","2012","FL286828","DUBOIS PARK","PALM BEACH","1","2","0","0","1","0","0","0"
"FL","2011","FL286828","DUBOIS PARK","PALM BEACH","1","2","0","0","1","0","0","0"
"FL","2007","FL286828","DUBOIS PARK","PALM BEACH","3","6","0","2","0","1","0","0"
"FL","2005","FL286828","DUBOIS PARK","PALM BEACH","1","1","0","1","0","0","0","0"
"FL","2004","FL286828","DUBOIS PARK","PALM BEACH","3","6","0","2","0","1","0","0"
"FL","2003","FL286828","DUBOIS PARK","PALM BEACH","1","6","0","0","0","1","0","0"
"FL","2001","FL286828","DUBOIS PARK","PALM BEACH","1","14","0","0","0","0","1","0"
"FL","2000","FL286828","DUBOIS PARK","PALM BEACH","2","15","0","0","0","1","1","0"
"FL","2003","FL153449","GULFSTREAM PARK","PALM BEACH","2","4","0","1","0","1","0","0"
"FL","2019","FL352535","JUPITER BEACH PARK","PALM BEACH","3","5","0","1","2","0","0","0"
"FL","2018","FL352535","JUPITER BEACH PARK","PALM BEACH","2","4","0","0","2","0","0","0"
"FL","2017","FL352535","JUPITER BEACH PARK","PALM BEACH","5","9","0","2","2","1","0","0"
"FL","2005","FL352535","JUPITER BEACH PARK","PALM BEACH","1","1","0","1","0","0","0","0"
"FL","2019","FL477664","LAKE WORTH BEACH","PALM BEACH","4","7","0","1","3","0","0","0"
"FL","2018","FL477664","LAKE WORTH BEACH","PALM BEACH","1","7","0","0","0","1","0","0"
"FL","2017","FL477664","LAKE WORTH BEACH","PALM BEACH","1","2","0","0","1","0","0","0"
"FL","2014","FL477664","LAKE WORTH BEACH","PALM BEACH","1","2","0","0","1","0","0","0"
"FL","2019","FL358291","LANTANA MUNICIPAL BEACH","PALM BEACH","2","4","0","0","2","0","0","0"
"FL","2016","FL358291","LANTANA MUNICIPAL BEACH","PALM BEACH","6","13","0","0","5","1","0","0"
"FL","2011","FL358291","LANTANA MUNICIPAL BEACH","PALM BEACH","1","2","0","0","1","0","0","0"
"FL","2019","FL638107","OCEAN INLET PARK","PALM BEACH","2","4","0","0","2","0","0","0"
"FL","2018","FL638107","OCEAN INLET PARK","PALM BEACH","1","2","0","0","1","0","0","0"
"FL","2017","FL638107","OCEAN INLET PARK","PALM BEACH","4","18","0","2","1","0","1","0"
"FL","2013","FL638107","OCEAN INLET PARK","PALM BEACH","1","2","0","0","1","0","0","0"
"FL","2005","FL638107","OCEAN INLET PARK","PALM BEACH","1","1","0","1","0","0","0","0"
"FL","2019","FL637470","PALM BEACH","PALM BEACH","2","4","0","0","2","0","0","0"
"FL","2018","FL637470","PALM BEACH","PALM BEACH","1","2","0","0","1","0","0","0"
"FL","2017","FL637470","PALM BEACH","PALM BEACH","2","3","0","1","1","0","0","0"
"FL","2014","FL637470","PALM BEACH","PALM BEACH","1","13","0","0","0","0","1","0"
"FL","2019","FL652920","PHIL FOSTER PARK","PALM BEACH","5","12","0","0","4","1","0","0"
"FL","2018","FL652920","PHIL FOSTER PARK","PALM BEACH","2","6","0","0","1","1","0","0"
"FL","2017","FL652920","PHIL FOSTER PARK","PALM BEACH","3","5","0","2","0","1","0","0"
"FL","2016","FL652920","PHIL FOSTER PARK","PALM BEACH","2","4","0","0","2","0","0","0"
"FL","2014","FL652920","PHIL FOSTER PARK","PALM BEACH","1","2","0","0","1","0","0","0"
"FL","2013","FL652920","PHIL FOSTER PARK","PALM BEACH","2","9","0","0","1","1","0","0"
"FL","2012","FL652920","PHIL FOSTER PARK","PALM BEACH","1","2","0","0","1","0","0","0"
"FL","2011","FL652920","PHIL FOSTER PARK","PALM BEACH","3","37","0","1","1","0","0","1"
"FL","2010","FL652920","PHIL FOSTER PARK","PALM BEACH","2","4","0","1","0","1","0","0"
"FL","2009","FL652920","PHIL FOSTER PARK","PALM BEACH","1","1","0","1","0","0","0","0"
"FL","2007","FL652920","PHIL FOSTER PARK","PALM BEACH","1","1","0","1","0","0","0","0"
"FL","2006","FL652920","PHIL FOSTER PARK","PALM BEACH","1","6","0","0","0","1","0","0"
"FL","2005","FL652920","PHIL FOSTER PARK","PALM BEACH","5","35","0","0","0","5","0","0"
"FL","2004","FL652920","PHIL FOSTER PARK","PALM BEACH","61","91","0","46","1","14","0","0"
"FL","2003","FL652920","PHIL FOSTER PARK","PALM BEACH","3","3","0","3","0","0","0","0"
"FL","2002","FL652920","PHIL FOSTER PARK","PALM BEACH","1","1","0","1","0","0","0","0"
"FL","2019","FL368024","RIVIERA MUNICIPAL BEACH","PALM BEACH","1","14","0","0","0","0","1","0"
"FL","2017","FL368024","RIVIERA MUNICIPAL BEACH","PALM BEACH","2","15","0","1","0","0","1","0"
"FL","2013","FL368024","RIVIERA MUNICIPAL BEACH","PALM BEACH","1","2","0","0","1","0","0","0"
"FL","2005","FL368024","RIVIERA MUNICIPAL BEACH","PALM BEACH","1","1","0","1","0","0","0","0"
"FL","2019","FL278288","SANDOWAY PARK","PALM BEACH","2","4","0","1","0","1","0","0"
"FL","2017","FL278288","SANDOWAY PARK","PALM BEACH","1","1","0","1","0","0","0","0"
"FL","2017","FL345451","SOUTH INLET PARK","PALM BEACH","2","2","0","2","0","0","0","0"
"FL","2018","FL889594","SPANISH RIVER","PALM BEACH","2","4","0","0","2","0","0","0"
"FL","2017","FL889594","SPANISH RIVER","PALM BEACH","1","1","0","1","0","0","0","0"
"FL","2003","FL889594","SPANISH RIVER","PALM BEACH","1","1","0","1","0","0","0","0"
"NC","2020","NC155524","Dawson Creek","PAMLICO","1","1","0","1","0","0","0","0"
"NC","2019","NC155524","Dawson Creek","PAMLICO","1","1","0","1","0","0","0","0"
"NC","2018","NC155524","Dawson Creek","PAMLICO","2","2","0","2","0","0","0","0"
"NC","2017","NC155524","Dawson Creek","PAMLICO","1","4","0","0","0","1","0","0"
"NC","2014","NC155524","Dawson Creek","PAMLICO","2","2","0","2","0","0","0","0"
"NC","2012","NC155524","Dawson Creek","PAMLICO","1","1","0","1","0","0","0","0"
"NC","2011","NC155524","Dawson Creek","PAMLICO","1","13","0","0","0","0","1","0"
"NC","2010","NC155524","Dawson Creek","PAMLICO","1","1","0","1","0","0","0","0"
"NC","2009","NC155524","Dawson Creek","PAMLICO","2","70","0","0","0","0","1","1"
"NC","2008","NC155524","Dawson Creek","PAMLICO","1","33","0","0","0","0","0","1"
"NC","2007","NC155524","Dawson Creek","PAMLICO","2","3","0","1","1","0","0","0"
"NC","2006","NC155524","Dawson Creek","PAMLICO","5","66","0","1","0","1","3","0"
"NC","2005","NC155524","Dawson Creek","PAMLICO","2","69","0","0","0","0","1","1"
"NC","2004","NC155524","Dawson Creek","PAMLICO","2","51","0","1","0","0","0","1"
"NC","2003","NC155524","Dawson Creek","PAMLICO","2","84","0","0","0","0","0","2"
"NC","2019","NC174861","Dawson Creek","PAMLICO","1","1","0","1","0","0","0","0"
"NC","2018","NC174861","Dawson Creek","PAMLICO","1","1","0","1","0","0","0","0"
"NC","2017","NC174861","Dawson Creek","PAMLICO","1","4","0","0","0","1","0","0"
"NC","2014","NC174861","Dawson Creek","PAMLICO","1","1","0","1","0","0","0","0"
"NC","2009","NC174861","Dawson Creek","PAMLICO","1","1","0","1","0","0","0","0"
"NC","2004","NC174861","Dawson Creek","PAMLICO","1","1","0","1","0","0","0","0"
"NC","2004","NC563776","E side mouth of Burton Cr.","PAMLICO","1","1","0","1","0","0","0","0"
"NC","2017","NC854048","Gatlin Creekk","PAMLICO","2","5","0","1","0","1","0","0"
"NC","2008","NC854048","Gatlin Creekk","PAMLICO","1","1","0","1","0","0","0","0"
"NC","2003","NC854048","Gatlin Creekk","PAMLICO","1","21","0","0","0","0","1","0"
"NC","2014","NC589816","Kennals Beach","PAMLICO","1","1","0","1","0","0","0","0"
"NC","2020","NC659798","Vandemere","PAMLICO","1","1","0","1","0","0","0","0"
"NC","2018","NC659798","Vandemere","PAMLICO","1","1","0","1","0","0","0","0"
"NC","2016","NC659798","Vandemere","PAMLICO","1","1","0","1","0","0","0","0"
"NC","2014","NC659798","Vandemere","PAMLICO","4","12","0","2","1","0","1","0"
"NC","2012","NC659798","Vandemere","PAMLICO","1","1","0","1","0","0","0","0"
"NC","2011","NC659798","Vandemere","PAMLICO","1","1","0","1","0","0","0","0"
"NC","2008","NC659798","Vandemere","PAMLICO","1","6","0","0","0","1","0","0"
"NC","2006","NC659798","Vandemere","PAMLICO","3","22","0","2","0","0","1","0"
"NC","2005","NC659798","Vandemere","PAMLICO","1","1","0","1","0","0","0","0"
"NC","2004","NC659798","Vandemere","PAMLICO","1","1","0","1","0","0","0","0"
"NC","2003","NC659798","Vandemere","PAMLICO","2","42","0","0","0","0","2","0"
"FL","2019","FL918942","ANCLOTE RIVER PARK BEACH","PASCO","3","58","0","0","0","0","3","0"
"FL","2018","FL918942","ANCLOTE RIVER PARK BEACH","PASCO","2","29","0","0","0","0","2","0"
"FL","2017","FL918942","ANCLOTE RIVER PARK BEACH","PASCO","2","35","0","0","0","0","2","0"
"FL","2016","FL918942","ANCLOTE RIVER PARK BEACH","PASCO","1","14","0","0","0","0","1","0"
"FL","2013","FL918942","ANCLOTE RIVER PARK BEACH","PASCO","1","14","0","0","0","0","1","0"
"FL","2012","FL918942","ANCLOTE RIVER PARK BEACH","PASCO","1","5","0","0","0","1","0","0"
"FL","2008","FL918942","ANCLOTE RIVER PARK BEACH","PASCO","1","8","0","0","0","0","1","0"
"FL","2007","FL918942","ANCLOTE RIVER PARK BEACH","PASCO","1","8","0","0","0","0","1","0"
"FL","2004","FL918942","ANCLOTE RIVER PARK BEACH","PASCO","1","6","0","0","0","1","0","0"
"FL","2003","FL918942","ANCLOTE RIVER PARK BEACH","PASCO","1","5","0","0","0","1","0","0"
"FL","2002","FL918942","ANCLOTE RIVER PARK BEACH","PASCO","1","7","0","0","0","1","0","0"
"FL","2019","FL147445","BRASHER PARK BEACH","PASCO","4","43","0","0","0","2","2","0"
"FL","2018","FL147445","BRASHER PARK BEACH","PASCO","1","14","0","0","0","0","1","0"
"FL","2017","FL147445","BRASHER PARK BEACH","PASCO","1","7","0","0","0","1","0","0"
"FL","2016","FL147445","BRASHER PARK BEACH","PASCO","1","12","0","0","0","0","1","0"
"FL","2015","FL147445","BRASHER PARK BEACH","PASCO","1","7","0","0","0","1","0","0"
"FL","2013","FL147445","BRASHER PARK BEACH","PASCO","1","2","0","0","1","0","0","0"
"FL","2011","FL147445","BRASHER PARK BEACH","PASCO","2","14","0","0","0","2","0","0"
"FL","2010","FL147445","BRASHER PARK BEACH","PASCO","1","14","0","0","0","0","1","0"
"FL","2009","FL147445","BRASHER PARK BEACH","PASCO","2","21","0","0","0","1","1","0"
"FL","2008","FL147445","BRASHER PARK BEACH","PASCO","4","64","0","0","0","1","2","1"
"FL","2007","FL147445","BRASHER PARK BEACH","PASCO","7","48","0","0","0","6","1","0"
"FL","2006","FL147445","BRASHER PARK BEACH","PASCO","9","61","0","0","0","9","0","0"
"FL","2005","FL147445","BRASHER PARK BEACH","PASCO","8","55","0","0","0","6","2","0"
"FL","2004","FL147445","BRASHER PARK BEACH","PASCO","14","84","0","0","0","14","0","0"
"FL","2003","FL147445","BRASHER PARK BEACH","PASCO","15","89","0","0","0","15","0","0"
"FL","2002","FL147445","BRASHER PARK BEACH","PASCO","2","14","0","0","0","2","0","0"
"FL","2000","FL147445","BRASHER PARK BEACH","PASCO","1","64","0","0","0","0","0","1"
"FL","2011","FL472700","ENERGY AND MARINE CENTER","PASCO","2","38","0","0","0","1","0","1"
"FL","2010","FL472700","ENERGY AND MARINE CENTER","PASCO","3","40","0","0","0","2","1","0"
"FL","2009","FL472700","ENERGY AND MARINE CENTER","PASCO","7","70","0","0","0","4","3","0"
"FL","2008","FL472700","ENERGY AND MARINE CENTER","PASCO","6","76","0","0","0","3","2","1"
"FL","2007","FL472700","ENERGY AND MARINE CENTER","PASCO","15","103","0","0","0","12","3","0"
"FL","2006","FL472700","ENERGY AND MARINE CENTER","PASCO","11","71","0","0","0","11","0","0"
"FL","2005","FL472700","ENERGY AND MARINE CENTER","PASCO","19","125","0","0","1","15","3","0"
"FL","2004","FL472700","ENERGY AND MARINE CENTER","PASCO","27","157","0","0","0","24","3","0"
"FL","2003","FL472700","ENERGY AND MARINE CENTER","PASCO","28","162","0","0","1","27","0","0"
"FL","2002","FL472700","ENERGY AND MARINE CENTER","PASCO","2","56","0","0","0","0","1","1"
"FL","2000","FL472700","ENERGY AND MARINE CENTER","PASCO","1","64","0","0","0","0","0","1"
"FL","2019","FL602631","GULF HARBORS BEACH","PASCO","6","58","0","0","1","2","3","0"
"FL","2018","FL602631","GULF HARBORS BEACH","PASCO","2","14","0","0","0","1","1","0"
"FL","2017","FL602631","GULF HARBORS BEACH","PASCO","1","8","0","0","0","0","1","0"
